Date,Simulate,Real
2016-01-19,9978.203685792254,9899.120723416514
2016-01-20,9234.617016161468,9912.434252218965
2016-01-21,9204.318593574779,9862.252489809764
2016-01-22,8265.9177042252,10386.600701105921
2016-01-25,7253.529149005461,10183.82541626868
2016-01-26,7279.566855915928,10240.15188427908
2016-01-27,6232.387286750192,9567.306620955642
2016-01-28,6265.400587126054,9635.922500168219
2016-01-29,5541.455720147915,9968.760720229258
2016-02-01,4775.908491033861,9875.566018612213
2016-02-02,4390.05769293286,9675.863086575464
2016-02-03,4214.721030591256,9867.37307781069
2016-02-04,4123.1204742952,9946.23013302512
2016-02-05,4026.7820328918806,9680.58547729832
2016-02-08,4049.8612965311613,9782.518891705142
2016-02-09,3495.900688219881,9780.459630808069
2016-02-10,3480.514512460355,9706.32623851217
2016-02-11,3463.350767152878,9647.63730294467
2016-02-12,2922.046842562952,9677.496585952662
2016-02-16,2580.0249772421,9950.348654819365
2016-02-17,2304.161724988187,10102.733961205196
2016-02-18,2277.061074502682,9911.222697774296
2016-02-19,2273.0008336772507,9888.5708279061
2016-02-22,1908.0065531599007,9975.05978558463
2016-02-23,1615.0572635568856,9749.57071735149
2016-02-24,1527.1889896171338,9894.748610597417
2016-02-25,1528.4711709304274,9962.704220201998
2016-02-26,1529.7824927281126,9978.14867693029
2016-02-29,1527.2181301015244,9955.496807062094
2016-03-01,1579.4378781338226,10350.874899306635
2016-03-02,1190.3347035286342,10373.526769174723
2016-03-03,997.5218317948304,10450.74905281628
2016-03-04,1007.7889957959804,10606.22325054798
2016-03-07,998.9302885404925,10488.845379412765
2016-03-08,992.4028200364523,10402.356421734234
2016-03-09,796.4816299673903,10411.623095771207
2016-03-10,796.6273323893574,10416.771248014044
2016-03-11,801.9211870540873,10529.000966906318
2016-03-14,803.4364922425214,10555.771358568652
2016-03-15,817.4433517407474,10767.875230970361
2016-03-16,826.8945821789073,10910.99386331964
2016-03-17,825.7386762979872,10893.490145694279
2016-03-18,826.5546098609773,10905.8457110767
2016-03-21,826.4866153973772,10904.8160806279
2016-03-22,726.7581643097074,10988.216146961619
2016-03-23,621.9495554427973,10927.4679504962
2016-03-24,621.0559139214173,10880.10494986306
2016-03-28,620.1234184208373,10830.68268833232
2016-03-29,627.3793990346974,11087.06067002204
2016-03-30,634.6839471225373,11280.6311943498
2016-03-31,632.4692703086973,11221.942258783041
2016-04-01,637.3260177074973,11324.905303637599
2016-04-04,642.8141422681973,11441.25354432444
2016-04-05,531.0603846209873,11306.3719555645
2016-04-06,426.63060205119734,11424.779457147883
2016-04-07,316.49899803517735,11175.60888859764
2016-04-08,316.6155599727473,11187.96445398006
2016-04-11,316.96524578546735,11225.031150128381
2016-04-12,318.34456204673734,11371.238673823
2016-04-13,321.4528803819973,11535.979545591781
2016-04-14,321.5694423195573,11542.15732828246
2016-04-15,317.1983696606173,11310.490477358639
2016-04-18,312.59417312651726,11066.468061051339
2016-04-19,207.6398618376573,11007.77912548352
2016-04-20,207.8535587232073,11030.43099535182
2016-04-21,206.7267933266773,10910.99386331964
2016-04-22,206.44510197754732,10881.13458031186
2016-04-25,205.86229228968733,10819.3567533987
2016-04-26,205.1532071694573,10744.193730654319
2016-04-27,198.8102950665733,10071.845047748615
2016-04-28,195.9059601220693,9763.985543631192
2016-04-29,194.8471891891233,9651.755824738917
