Date,Simulate,Real
2016-01-19,9953.228742429215,9899.120723416514
2016-01-20,9966.16547324669,9912.434252218965
2016-01-21,9917.40394939624,9862.252489809764
2016-01-22,10426.91211697647,10386.600701105921
2016-01-25,10227.962780909742,10183.82541626868
2016-01-26,10283.226485372774,10240.15188427908
2016-01-27,9623.076415696949,9567.306620955642
2016-01-28,9691.692294909526,9635.922500168219
2016-01-29,10024.530514970565,9968.760720229258
2016-02-01,9931.33581335352,9875.566018612213
2016-02-02,9731.632881316771,9675.863086575464
2016-02-03,9923.142872551996,9867.37307781069
2016-02-04,10001.999927766426,9946.23013302512
2016-02-05,9736.355272039627,9680.58547729832
2016-02-08,9838.288686446449,9782.518891705142
2016-02-09,9836.229425549376,9780.459630808069
2016-02-10,9762.096033253478,9706.32623851217
2016-02-11,9703.407097685977,9647.63730294467
2016-02-12,9733.266380693969,9677.496585952662
2016-02-16,10006.118449560672,9950.348654819365
2016-02-17,10158.503755946504,10102.733961205196
2016-02-18,9966.992492515603,9911.222697774296
2016-02-19,9944.340622647407,9888.5708279061
2016-02-22,10030.829580325937,9975.05978558463
2016-02-23,9805.340512092796,9749.57071735149
2016-02-24,9950.518405338724,9894.748610597417
2016-02-25,10018.474014943306,9962.704220201998
2016-02-26,10033.918471671597,9978.14867693029
2016-02-29,10011.266601803401,9955.496807062094
2016-03-01,10406.644694047942,10350.874899306635
2016-03-02,10429.29656391603,10373.526769174723
2016-03-03,10506.518847557587,10450.74905281628
2016-03-04,10661.993045289288,10606.22325054798
2016-03-07,10544.615174154073,10488.845379412765
2016-03-08,10458.12621647554,10402.356421734234
2016-03-09,10467.392890512514,10411.623095771207
2016-03-10,10472.54104275535,10416.771248014044
2016-03-11,10584.770761647625,10529.000966906318
2016-03-14,10611.54115330996,10555.771358568652
2016-03-15,10823.645025711668,10767.875230970361
2016-03-16,10966.763658060947,10910.99386331964
2016-03-17,10949.259940435586,10893.490145694279
2016-03-18,10961.615505818007,10905.8457110767
2016-03-21,10960.585875369206,10904.8160806279
2016-03-22,11043.985941702926,10988.216146961619
2016-03-23,10983.237745237508,10927.4679504962
2016-03-24,10935.874744604367,10880.10494986306
2016-03-28,10886.452483073626,10830.68268833232
2016-03-29,11142.830464763347,11087.06067002204
2016-03-30,11336.400989091107,11280.6311943498
2016-03-31,11277.712053524348,11221.942258783041
2016-04-01,11380.675098378906,11324.905303637599
2016-04-04,11497.023339065747,11441.25354432444
2016-04-05,11362.141750305807,11306.3719555645
2016-04-06,11480.54925188919,11424.779457147883
2016-04-07,11231.378683338948,11175.60888859764
2016-04-08,11243.734248721366,11187.96445398006
2016-04-11,11280.800944869688,11225.031150128381
2016-04-12,11427.008468564307,11371.238673823
2016-04-13,11591.749340333088,11535.979545591781
2016-04-14,11597.927123023766,11542.15732828246
2016-04-15,11366.260272099946,11310.490477358639
2016-04-18,11122.237855792646,11066.468061051339
2016-04-19,11063.548920224826,11007.77912548352
2016-04-20,11086.200790093128,11030.43099535182
2016-04-21,10966.763658060947,10910.99386331964
2016-04-22,10936.904375053167,10881.13458031186
2016-04-25,10875.126548140008,10819.3567533987
2016-04-26,10799.963525395626,10744.193730654319
2016-04-27,10127.614842489922,10071.845047748615
2016-04-28,9819.755338372499,9763.985543631192
2016-04-29,9707.525619480224,9651.755824738917
