Date,Simulate,Real
2015-05-29,9977.01553211504,9856.620900313079
2015-06-01,9980.922891655518,9875.9134880442
2015-06-02,9970.460170336999,9832.410594140878
2015-06-03,9974.137685198599,9844.51574722698
2015-06-04,9951.57459922498,9787.0162700684
2015-06-05,9927.096140927499,9733.29965324893
2015-06-08,9893.720778186309,9668.99102747932
2015-06-09,9876.252582593828,9640.24128890003
2015-06-10,9950.35833779932,9750.7008108101
2015-06-11,9935.638701491498,9728.76022084184
2015-06-12,9863.563240948919,9621.3269872029
2015-06-15,9850.87389930401,9602.412685505771
2015-06-16,9885.388908578248,9653.859586122091
2015-06-17,9870.161698604568,9631.16242408585
2015-06-18,9899.600971220209,9675.04360402237
2015-06-19,9834.631541999139,9578.20237933436
2015-06-22,9885.89648224411,9654.61615819007
2015-06-23,9855.901751654048,9610.73497825276
2015-06-24,9911.754008614329,9692.444761583542
2015-06-25,9879.039449324888,9646.29386544308
2015-06-26,9838.81663052649,9589.550960352479
2015-06-29,9719.75708688233,9421.59196128304
2015-06-30,9767.756317315609,9489.30516135856
2015-07-01,9835.273191727607,9578.20237933436
2015-07-02,9825.772945001809,9566.09722624826
2015-07-06,9798.38312077186,9532.80805526109
2015-07-07,9778.788861899979,9509.35432115687
2015-07-08,9581.582127447997,9273.3038359795
2015-07-09,9423.563910739118,9084.16081900978
2015-07-10,9641.830163890718,9327.020452798179
2015-07-13,9808.2185576547,9507.084604953721
2015-07-14,9804.5793502391,9503.301744613822
2015-07-15,9896.124570452828,9594.84696482755
2015-07-16,10025.603739537628,9722.70764429879
2015-07-17,10110.646270712028,9806.68714383351
2015-07-20,10298.352758438426,9992.04730046333
2015-07-21,10197.221099744827,9892.179787503399
2015-07-22,9773.540741732828,9473.79543396655
2015-07-23,9768.943848156026,9469.256001559459
2015-07-24,9718.378018809628,9419.32224507989
2015-07-27,9585.834254006428,9288.435277336728
2015-07-28,9632.569338705629,9334.58617347719
2015-07-29,9602.689530455229,9305.07986282992
2015-07-30,9555.188296826429,9258.17239462148
2015-07-31,9473.210361370428,9177.219183358678
2015-08-03,9254.091767534426,8960.83957194563
2015-08-04,8962.955174325627,8673.34218615194
2015-08-05,9021.91033445025,8730.84166331052
2015-08-06,9041.30347922832,8749.75596500765
2015-08-07,9071.69342817279,8779.39554484238
2015-08-10,9398.969801418809,9098.59101998356
2015-08-11,8913.50984777052,8625.117731857452
2015-08-12,9049.87500328983,8758.11584649974
2015-08-13,9042.861938148299,8751.275943460469
2015-08-14,9105.97952441721,8812.83507080916
2015-08-17,9199.48705963059,8904.03377799258
2015-08-18,9148.05791526315,8853.87448904162
2015-08-19,9031.95272570682,8740.63609428915
2015-08-20,8848.05457312083,8561.27863682874
2015-08-21,8311.1654751051,8037.646059751671
2015-08-24,8105.448897636067,7837.00890394854
2015-08-25,8153.761124162898,7884.128235993228
2015-08-26,8617.402652928151,8336.32182577662
2015-08-27,8869.0937685438,8581.79834594497
2015-08-28,8897.925258568288,8609.91794732688
