Date,Simulate,Real
2015-09-28,9973.79480185996,9735.1733883096
2015-09-29,9869.743618643319,9442.5294355128
2015-09-30,9928.82075585968,9519.5865710124
2015-10-01,9900.345210157278,9487.5515820972
2015-10-02,9962.6835669662,9556.816422996
2015-10-05,9993.85274537066,9591.4488434454
2015-10-06,10035.1519067558,9637.33680054
2015-10-07,9993.342879180718,9591.4488434454
2015-10-08,9892.3701333373,9480.6250980075
2015-10-09,10099.048722484818,9707.4674519499
2015-10-12,10056.027560193917,9662.4453053664
2015-10-13,10071.746831031358,9678.89570508
2015-10-14,9941.0286840682,9542.097644304602
2015-10-15,10077.538141339799,9684.9563786586
2015-10-16,10009.69707772554,9613.959916736701
2015-10-19,10066.782850766858,9673.7008420125
2015-10-20,10235.55817975642,9850.3261863039
2015-10-21,10234.711609478898,9849.460375792798
2015-10-22,10383.68873811198,10000.1114047476
2015-10-23,10693.64890113348,10310.0715677691
2015-10-26,10360.98526248341,9981.0635734998
2015-10-27,10297.07882663834,9917.8594061805
2015-10-28,10710.28208306612,10326.5219674827
2015-10-29,10820.586342196639,10435.6140918975
2015-10-30,10730.41698751032,10346.4356092407
2015-11-02,10877.48933301859,10491.891775128
2015-11-03,10999.1741903135,10612.2394361889
2015-11-04,10949.27464451649,10562.888237049001
2015-11-05,10900.25052934737,10514.4028484202
2015-11-06,10912.55926352329,10526.576321781
2015-11-09,10869.47869390757,10483.969165018201
2015-11-10,10535.38448056286,10153.5463166553
2015-11-11,10477.35759087664,10096.157085097499
2015-11-12,10443.068974244368,10062.2452664502
2015-11-13,10142.63538089097,9768.342838169701
2015-11-16,10307.51348377779,9927.9022925763
2015-11-17,10263.935347592429,9885.7299027195
2015-11-18,10587.401925462987,10198.762074852299
2015-11-19,10721.28114797061,10328.322612762902
2015-11-20,10768.00409810751,10373.538370959901
2015-11-23,10628.73376596921,10238.760630180901
2015-11-24,10730.266330689961,10337.017950878402
2015-11-25,10653.89227758153,10263.107576902501
2015-11-27,10634.12487559989,10243.9778330493
2015-11-30,10678.152270921448,10286.5849898121
2015-12-01,10591.894516822198,10203.1097439096
2015-12-02,10496.65158000546,10110.9391598934
2015-12-03,10399.611606643919,10017.0295082532
2015-12-04,10743.74410476759,10350.0609580503
2015-12-07,10676.35523437758,10284.845922188999
2015-12-08,10671.862643018369,10280.4982531317
2015-12-09,10437.349374062398,10053.549928335598
2015-12-10,10486.767879014638,10101.3742879668
2015-12-11,10218.11091572793,9841.3836783345
2015-12-14,10155.21463669713,9780.5163115305
2015-12-15,9976.40950059648,9607.479083046
2015-12-16,10052.783553704909,9681.3894570219
2015-12-17,9840.73324154499,9476.1794775123
2015-12-18,9575.67035134602,9219.6670031262
2015-12-21,9692.477726687337,9332.706398617798
2015-12-22,9683.492543968918,9324.011060503199
2015-12-23,9807.48806548665,9444.0067264881
2015-12-24,9755.374005718139,9393.5737654218
2015-12-28,9646.653294822838,9288.3601742328
2015-12-29,9819.16880302041,9455.310666036901
2015-12-30,9691.579208415867,9331.836864806699
