Date,Simulate,Real
2016-09-02,10000.0,10055.75308686635
2016-09-06,10000.0,10052.9528214573
2016-09-07,10000.0,10114.558660474451
2016-09-08,10000.0,9849.4668683395
2016-09-09,10000.0,9626.379057352651
2016-09-12,10000.0,9841.99949391315
2016-09-13,10234.288872625899,10076.28836653905
2016-09-14,1563.1343867922196,10432.85549539655
2016-09-15,1593.0038844975797,10787.5557806477
2016-09-16,1588.5332853344798,10726.8833634342
2016-09-19,1579.3169732135198,10601.8048417926
2016-09-20,1579.2383692722397,10600.8714199899
2016-09-21,1578.9829064628198,10599.0045763826
2016-09-22,1593.7014944768796,10698.88070933515
2016-09-23,1567.4281270873796,10520.5971449064
2016-09-26,1569.7665943419997,10536.465315562751
2016-09-27,1572.6552891858594,10556.067173431798
2016-09-28,1584.4851823559197,10636.34144851435
2016-09-29,904.0206877559397,10471.12578933195
2016-09-30,908.2947770657396,10552.33348621815
2016-10-03,905.6910215091898,10502.862130643702
2016-10-04,908.0491397490896,10547.6663772018
2016-10-05,908.2947770657396,10552.33348621815
2016-10-06,912.4214839855397,10630.740917694351
2016-10-07,913.2566508621896,10646.6090883507
2016-10-10,923.0330160650897,10832.3600272058
2016-10-11,924.2612026483896,10855.6955722885
2016-10-12,929.3704588348396,10952.771439831049
2016-10-13,927.6018701548896,10919.168254912
2016-10-14,930.7951552714397,10979.840672126451
2016-10-17,930.4021355647897,10972.3732977001
2016-10-18,930.0091158581396,10964.905923273749
2016-10-19,928.2896546415396,10932.23616015835
2016-10-20,927.9948898615397,10926.63562933835
2016-10-21,925.7350265482897,10883.698226386601
2016-10-24,930.8934101980897,10981.7075157328
2016-10-25,817.0650776597597,11037.71282392995
2016-10-26,809.2243345120996,10789.422624254048
2016-10-27,805.9524454542496,10685.812804088799
2016-10-28,800.7252833558398,10614.87274703895
2016-10-31,799.4872712799095,10598.071154579899
2016-11-01,785.3876893038498,10406.7196849048
2016-11-02,786.0754737904697,10416.0539029375
2016-11-03,777.8908383995097,10304.9767083459
2016-11-04,771.0464340244498,10212.0883632558
2016-11-07,781.9006914677097,10359.3961428429
2016-11-08,786.3944923200197,10420.38344012425
2016-11-09,785.1500551609497,10403.494650108301
2016-11-10,763.7872172630096,10113.5704214934
2016-11-11,768.2118827175898,10173.6194526627
2016-11-14,749.4070545355896,9918.4110701927
2016-11-15,759.0860102175097,10049.768325875899
2016-11-16,776.1525769708898,10319.98896613775
2016-11-17,775.9155413215897,10316.2359016905
2016-11-18,776.5673893572697,10326.556828922101
2016-11-21,786.4636277177498,10483.2472696297
2016-11-22,786.8784401041297,10489.815132414049
2016-11-23,783.5006821008698,10436.3339640291
2016-11-25,786.8191811917897,10488.876866302
2016-11-28,785.5154851203698,10468.23501183785
2016-11-29,784.8636370846297,10457.914084605298
2016-11-30,779.2932993248497,10369.71707007545
2016-12-01,773.1896313540096,10273.075660537148
2016-12-02,775.6192467598897,10311.544571130251
2016-12-05,770.9377926851497,10237.4215482802
2016-12-06,776.7451660943298,10316.2359016905
2016-12-07,783.1451286268097,10417.5686417881
2016-12-08,677.7926589747497,10519.8396479987
2016-12-09,685.0222462800298,10691.5423464991
2016-12-12,682.4543600787097,10630.55504921775
2016-12-13,689.9209830333498,10807.88734439045
2016-12-14,689.9209830333498,10807.88734439045
2016-12-15,692.4098573515498,10866.9981094477
2016-12-16,693.0024464749097,10881.0721011275
2016-12-19,695.6493445593497,10943.935930632952
2016-12-20,696.8740287476696,10973.02218010555
2016-12-21,697.3085941048297,10983.3431073381
2016-12-22,695.0271259797996,10911.09661671215
2016-12-23,695.7086034717097,10932.676737289301
2016-12-27,697.9011832282297,11002.1084295791
2016-12-28,696.4197104197597,10955.19512397755
2016-12-29,696.3308220512496,10952.380325641398
2016-12-30,693.6345415398697,10866.9981094477
